pair_id,time,filename_ori,filename_mod,final_mod_type,is_plagiarised,euclidean_distance+cosine_distance
1,73,pair_1_ori_73s.wav,pair_3_comp_176s.wav,Negative_SMP_plag,0,0.48381494457652857
1,81,pair_1_ori_81s.wav,pair_3_comp_176s.wav,Negative_SMP_plag,0,0.46949756421162836
1,145,pair_1_ori_145s.wav,pair_3_comp_176s.wav,Negative_SMP_plag,0,0.48015677414910973
1,153,pair_1_ori_153s.wav,pair_3_comp_176s.wav,Negative_SMP_plag,0,0.46854449012952354
3,3,pair_3_ori_3s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.40363341493367383
3,7,pair_3_ori_7s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.3998181361063885
3,11,pair_3_ori_11s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.418696329636349
3,15,pair_3_ori_15s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.4315050475950144
3,20,pair_3_ori_20s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.40943527901580046
3,25,pair_3_ori_25s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.41441071977575283
3,29,pair_3_ori_29s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.4045564832696105
3,34,pair_3_ori_34s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.39232911157982786
3,38,pair_3_ori_38s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.39847748780294473
3,43,pair_3_ori_43s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.3996908526951831
3,66,pair_3_ori_66s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.4231036796779347
3,71,pair_3_ori_71s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.4154216965126119
3,75,pair_3_ori_75s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.4111984178656924
3,80,pair_3_ori_80s.wav,pair_4_comp_56s.wav,Negative_SMP_plag,0,0.40084507975636924
4,21,pair_4_ori_21s.wav,pair_9_comp_51s.wav,Negative_SMP_plag,0,0.4118616171590119
4,28,pair_4_ori_28s.wav,pair_9_comp_51s.wav,Negative_SMP_plag,0,0.42917041376037307
4,36,pair_4_ori_36s.wav,pair_9_comp_51s.wav,Negative_SMP_plag,0,0.45156759443733385
4,42,pair_4_ori_42s.wav,pair_9_comp_51s.wav,Negative_SMP_plag,0,0.4582854773126225
4,112,pair_4_ori_112s.wav,pair_9_comp_51s.wav,Negative_SMP_plag,0,0.41409153214457634
4,119,pair_4_ori_119s.wav,pair_9_comp_51s.wav,Negative_SMP_plag,0,0.4193252151295826
4,127,pair_4_ori_127s.wav,pair_9_comp_51s.wav,Negative_SMP_plag,0,0.43611168278810863
4,134,pair_4_ori_134s.wav,pair_9_comp_51s.wav,Negative_SMP_plag,0,0.4612908118771254
9,13,pair_9_ori_13s.wav,pair_13_comp_31s.wav,Negative_SMP_plag,0,0.4730657776530451
9,19,pair_9_ori_19s.wav,pair_13_comp_31s.wav,Negative_SMP_plag,0,0.46775572462131554
9,25,pair_9_ori_25s.wav,pair_13_comp_31s.wav,Negative_SMP_plag,0,0.443995572088792
9,31,pair_9_ori_31s.wav,pair_13_comp_31s.wav,Negative_SMP_plag,0,0.46206556867853804
9,48,pair_9_ori_48s.wav,pair_13_comp_31s.wav,Negative_SMP_plag,0,0.45788534044454454
9,54,pair_9_ori_54s.wav,pair_13_comp_31s.wav,Negative_SMP_plag,0,0.4459891767601564
9,83,pair_9_ori_83s.wav,pair_13_comp_31s.wav,Negative_SMP_plag,0,0.45681844938550864
9,89,pair_9_ori_89s.wav,pair_13_comp_31s.wav,Negative_SMP_plag,0,0.46677595868067157
13,26,pair_13_ori_26s.wav,pair_14_comp_0s.wav,Negative_SMP_plag,0,0.4946187002671374
13,42,pair_13_ori_42s.wav,pair_14_comp_0s.wav,Negative_SMP_plag,0,0.4855102692350305
13,59,pair_13_ori_59s.wav,pair_14_comp_0s.wav,Negative_SMP_plag,0,0.4838501320378985
13,91,pair_13_ori_91s.wav,pair_14_comp_0s.wav,Negative_SMP_plag,0,0.5007127588593896
13,107,pair_13_ori_107s.wav,pair_14_comp_0s.wav,Negative_SMP_plag,0,0.4831634945211665
13,140,pair_13_ori_140s.wav,pair_14_comp_0s.wav,Negative_SMP_plag,0,0.49782943561213683
14,0,pair_14_ori_0s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.481849025929992
14,24,pair_14_ori_24s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.46354633417618674
14,32,pair_14_ori_32s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.4508226927508336
14,39,pair_14_ori_39s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.4670218491427445
14,55,pair_14_ori_55s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.46822105469693165
14,62,pair_14_ori_62s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.4591528422101406
14,70,pair_14_ori_70s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.4598967798566033
14,144,pair_14_ori_144s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.46148328849586884
14,151,pair_14_ori_151s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.4548954907731446
14,159,pair_14_ori_159s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.4572588349251536
14,175,pair_14_ori_175s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.4683257735460086
14,182,pair_14_ori_182s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.4558928504444735
14,190,pair_14_ori_190s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.4546778888609229
14,85,pair_14_ori_85s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.4847286135220993
14,206,pair_14_ori_206s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.499548861271577
14,93,pair_14_ori_93s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.491889322163378
14,214,pair_14_ori_214s.wav,pair_15_comp_65s.wav,Negative_SMP_plag,0,0.49572855136034577
15,51,pair_15_ori_51s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.40952397069925334
15,59,pair_15_ori_59s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.42122109024214227
15,127,pair_15_ori_127s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.40921246526212585
15,135,pair_15_ori_135s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.4219337568398876
15,182,pair_15_ori_182s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.4162119080808762
15,190,pair_15_ori_190s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.42167301413598646
15,68,pair_15_ori_68s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.4430132755430495
15,144,pair_15_ori_144s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.4518800036619965
15,198,pair_15_ori_198s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.43922727943190415
15,76,pair_15_ori_76s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.45230779642865115
15,152,pair_15_ori_152s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.44783290333193587
15,207,pair_15_ori_207s.wav,pair_16_comp_53s.wav,Negative_SMP_plag,0,0.47033953267940765
16,60,pair_16_ori_60s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.43705924376624883
16,79,pair_16_ori_79s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.5171052956575792
16,149,pair_16_ori_149s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.4320142414923382
16,169,pair_16_ori_169s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.5208095592492925
16,89,pair_16_ori_89s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.5134639356783148
16,99,pair_16_ori_99s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.5251307482125238
16,179,pair_16_ori_179s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.5293501706992932
16,188,pair_16_ori_188s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.530983616037886
16,216,pair_16_ori_216s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.5236094930332987
16,225,pair_16_ori_225s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.5048897635845075
16,235,pair_16_ori_235s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.4908226118618491
16,245,pair_16_ori_245s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.5361627403820183
16,0,pair_16_ori_0s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.4991561354612875
16,109,pair_16_ori_109s.wav,pair_17_comp_51s.wav,Negative_SMP_plag,0,0.4990097218805874
