pair_id,time,final_mod_type,filename_mod,filename_ori,dist_clews,dist_wealy,is_plagiarised,dist_clews_norm,dist_wealy_norm,fused_distance,neighborhood_confidence,relative_distance
1,73,SMP_plag,pair_1_comp_86s.wav,pair_1_ori_73s.wav,0.6657217741012573,1.2169981002807615,1,0.5279200365719579,0.955298351993141,0.7202402785114903,0.2160414725069898,1.1482560375614017
1,73,SMP_plag,pair_1_comp_101s.wav,pair_1_ori_73s.wav,0.8217353820800781,1.1064876317977903,1,0.6547046465705832,0.8678345931086522,0.7506131225127143,0.11125349487418457,1.196678491210333
1,73,SMP_plag,pair_1_comp_204s.wav,pair_1_ori_73s.wav,0.6805803775787354,1.1619770526885986,1,0.539994895114246,0.9117518201013278,0.7072855113584329,0.2699207828518173,1.1276026666760033
1,73,SMP_plag,pair_1_comp_219s.wav,pair_1_ori_73s.wav,0.7603092193603516,1.0440009832382202,1,0.6047866157973326,0.8183793945366166,0.7009033662300104,0.29630708294501396,1.1174278168447087
1,81,SMP_plag,pair_1_comp_86s.wav,pair_1_ori_81s.wav,0.7526394724845886,1.0975055694580078,1,0.5985537885521363,0.8607257196638415,0.7165311575524036,0.23101118359739048,1.1423427046607217
1,81,SMP_plag,pair_1_comp_101s.wav,pair_1_ori_81s.wav,0.7895181775093079,1.0092536211013794,1,0.6285233039962513,0.790878516605971,0.7015831496706252,0.29327819198508853,1.1185115738397124
1,81,SMP_plag,pair_1_comp_204s.wav,pair_1_ori_81s.wav,0.7890158891677856,1.0972810983657837,1,0.6281151188878382,0.860548061512932,0.7327099430691304,0.1695596458527493,1.1681360248959995
1,81,SMP_plag,pair_1_comp_219s.wav,pair_1_ori_81s.wav,0.7319359183311462,0.9669097661972046,1,0.5817290251681246,0.7573653773855974,0.6607653836659874,0.4617311276794035,1.053437115144542
1,145,SMP_plag,pair_1_comp_86s.wav,pair_1_ori_145s.wav,0.6542561650276184,1.1812047958374023,1,0.5186024982262301,0.9269696606710562,0.7023677213264018,0.29054054054054057,1.1197623913342671
1,145,SMP_plag,pair_1_comp_101s.wav,pair_1_ori_145s.wav,0.8054519891738892,1.1254222393035889,1,0.6414719315157157,0.8828204308142881,0.7500787562000732,0.1128844361602982,1.1958265680909712
1,145,SMP_plag,pair_1_comp_204s.wav,pair_1_ori_145s.wav,0.6691876649856567,1.1637051105499268,1,0.5307365961642213,0.9131194953831039,0.7028089008127185,0.2883853681267474,1.1204657496772055
1,145,SMP_plag,pair_1_comp_219s.wav,pair_1_ori_145s.wav,0.7473109364509583,1.048363208770752,1,0.594223548570896,0.8218318877475734,0.6966473012004009,0.31418918918918914,1.1106425085076035
1,153,SMP_plag,pair_1_comp_86s.wav,pair_1_ori_153s.wav,0.7508723139762878,1.148800492286682,1,0.5971177054746198,0.901323201729325,0.7340101787892371,0.16548229263746506,1.1702089491136662
1,153,SMP_plag,pair_1_comp_101s.wav,pair_1_ori_153s.wav,0.7748039364814758,1.12123441696167,1,0.6165657617388304,0.8795059694008781,0.7348888551867518,0.1618709226467847,1.1716097947878268
1,153,SMP_plag,pair_1_comp_204s.wav,pair_1_ori_153s.wav,0.7841196656227112,1.1712735891342163,1,0.6241361980701579,0.9191095847846407,0.7568742220916751,0.09500232991612301,1.206660361994029
1,153,SMP_plag,pair_1_comp_219s.wav,pair_1_ori_153s.wav,0.7121468186378479,1.0272436141967771,1,0.5656473940889989,0.8051167371114966,0.6734085984491228,0.410006989748369,1.0735937880522617
3,3,SMP_plag,pair_3_comp_176s.wav,pair_3_ori_3s.wav,0.7022253274917603,0.7300890684127808,1,0.5575846846762899,0.5699331033737922,0.5631414730901658,0.7517474370922647,0.8977984372290122
3,3,SMP_plag,pair_3_comp_179s.wav,pair_3_ori_3s.wav,0.7093784809112549,0.6562674045562744,1,0.5633977017476858,0.5115067814458187,0.5400467876118457,0.8005009319664492,0.8609793189052378
3,3,SMP_plag,pair_3_comp_183s.wav,pair_3_ori_3s.wav,0.7109136581420898,0.7009634971618652,1,0.5646452650148375,0.5468816044865569,0.5566516177771113,0.7661346691519105,0.8874518684957058
3,3,SMP_plag,pair_3_comp_188s.wav,pair_3_ori_3s.wav,0.7136456966400146,0.7261550426483154,1,0.5668654587527302,0.566819509832547,0.5668447817386477,0.7445829450139795,0.9037025037488143
3,3,SMP_plag,pair_3_comp_234s.wav,pair_3_ori_3s.wav,0.7742364406585693,0.6232118606567383,1,0.6161045857073599,0.48534489686499127,0.557262725728294,0.7650862068965517,0.8884261383546446
3,3,SMP_plag,pair_3_comp_238s.wav,pair_3_ori_3s.wav,0.7414319515228271,0.540766179561615,1,0.5894459857611051,0.4200930770929805,0.513237176860449,0.8436043802423112,0.8182376140486535
3,3,SMP_plag,pair_3_comp_242s.wav,pair_3_ori_3s.wav,0.7548660039901733,0.515534520149231,1,0.6003631815419038,0.4001234234900699,0.5102552904185785,0.8490214352283318,0.8134836878765758
3,3,SMP_plag,pair_3_comp_246s.wav,pair_3_ori_3s.wav,0.7438724040985107,0.6077272891998291,1,0.5914292219161859,0.47308959795142785,0.5381763911320447,0.8035880708294502,0.8579974056262365
3,3,SMP_plag,pair_3_comp_250s.wav,pair_3_ori_3s.wav,0.7568589448928833,0.8842974305152893,1,0.6019827469014505,0.691981658465965,0.642482257105482,0.5319780987884436,1.024288911295145
3,3,SMP_plag,pair_3_comp_254s.wav,pair_3_ori_3s.wav,0.767102837562561,0.8325880765914917,1,0.6103074562253267,0.6510561739779445,0.6286443792140046,0.5797996272134203,1.0022276252077231
3,3,SMP_plag,pair_3_comp_259s.wav,pair_3_ori_3s.wav,0.7995808720588684,0.754609227180481,1,0.6367007624918879,0.5893396381908804,0.6153882565564346,0.6197576887232059,0.9810938128809992
3,3,SMP_plag,pair_3_comp_263s.wav,pair_3_ori_3s.wav,0.7499924898147583,0.8120861053466797,1,0.5964027155155258,0.634829842715135,0.6136949227553499,0.625232991612302,0.9783941849669359
3,7,SMP_plag,pair_3_comp_176s.wav,pair_3_ori_7s.wav,0.6637547016143799,0.6497129797935486,1,0.5263214932056534,0.5063192672225674,0.5173204915132646,0.8385950605778192,0.8247475119858371
3,7,SMP_plag,pair_3_comp_179s.wav,pair_3_ori_7s.wav,0.6795462369918823,0.6116499900817871,1,0.5391544997622861,0.47619422838893627,0.5108223776442787,0.847739981360671,0.8143877769009774
3,7,SMP_plag,pair_3_comp_183s.wav,pair_3_ori_7s.wav,0.6603825688362122,0.7149022817611694,1,0.5235811262294494,0.5579134869142766,0.5390306885376217,0.801665890027959,0.8593593846533664
3,7,SMP_plag,pair_3_comp_188s.wav,pair_3_ori_7s.wav,0.6611655354499817,0.7569270730018616,1,0.5242174048083167,0.5911741024804232,0.5543479187607646,0.7707362534948742,0.8837791548428243
3,7,SMP_plag,pair_3_comp_234s.wav,pair_3_ori_7s.wav,0.7643766403198242,0.8704066276550293,1,0.6080920093891339,0.6809877512935512,0.6408950932461217,0.5370456663560113,1.0217585467230939
3,7,SMP_plag,pair_3_comp_238s.wav,pair_3_ori_7s.wav,0.7365695238113403,0.8162012696266174,1,0.5854945291604023,0.6380867987419389,0.6091610504720938,0.6400279589934763,0.9711659774116179
3,7,SMP_plag,pair_3_comp_242s.wav,pair_3_ori_7s.wav,0.7541154623031616,0.7496740818023682,1,0.5997532531112478,0.5854337062793017,0.593309457036872,0.6802190121155638,0.9458942890459252
3,7,SMP_plag,pair_3_comp_246s.wav,pair_3_ori_7s.wav,0.7399484515190125,0.6600515842437744,1,0.5882404180426652,0.5145017789723569,0.5550580304610265,0.7693383038210624,0.8849112632120674
3,7,SMP_plag,pair_3_comp_250s.wav,pair_3_ori_7s.wav,0.7420419454574585,0.6827170848846436,1,0.5899416979243304,0.5324404404427376,0.5640661320576137,0.750349487418453,0.8992725914435634
